ID,MENO,PRIEZVISKO,VEK,POHLAVIE
31397,Tom,Brown,58,Man
31398,Lucy,Martinez,37,Man
31399,Anna,Johnson,48,Woman
31400,Lucy,Johnson,43,Woman
31401,Tom,Doe,25,Woman
31402,Sam,Smith,37,Man
31403,Anna,Taylor,34,Man
31404,Tom,Doe,49,Man
31405,Jane,Johnson,55,Woman
31406,Tom,Martinez,58,Man
31407,John,Doe,30,Woman
31408,Tom,Smith,30,Woman
31409,Lucy,Garcia,34,Woman
31410,Sam,Smith,52,Man
31411,Jane,Garcia,29,Woman
31412,Anna,Garcia,27,Man
31413,Linda,Jones,30,Woman
31414,Anna,Brown,50,Woman
31415,Emma,Lee,50,Man
31416,Emma,Jones,27,Man
31417,Emma,Johnson,55,Man
31418,Chris,Brown,39,Man
31419,Sam,Martinez,58,Man
31420,John,Johnson,24,Man
31421,Linda,White,32,Man
31422,Mike,Doe,45,Man
31423,Linda,Johnson,29,Woman
31424,Lucy,Garcia,42,Woman
31425,Sam,White,23,Woman
31426,Tom,Smith,38,Man
31427,Anna,Jones,30,Woman
31428,Emma,Johnson,52,Woman
31429,Anna,Jones,60,Man
31430,Tom,Brown,59,Man
31431,Linda,White,45,Woman
31432,Lucy,Lee,24,Man
31433,Tom,White,42,Woman
31434,Emma,Brown,31,Man
31435,Linda,Garcia,60,Man
31436,Emma,Johnson,20,Woman
31437,Linda,Smith,55,Man
31438,Emma,Smith,27,Woman
31439,Tom,Smith,32,Man
31440,Tom,White,46,Woman
31441,John,Brown,45,Woman
31442,Chris,Jones,54,Woman
31443,Lucy,Garcia,53,Woman
31444,Tom,Lee,33,Woman
31445,Emma,Jones,50,Woman
31446,Linda,White,19,Man
31447,Linda,White,31,Woman
31448,Anna,White,37,Man
31449,Sam,Brown,35,Woman
31450,John,Brown,31,Man
31451,Anna,White,46,Man
31452,Mike,Doe,54,Man
31453,Jane,Brown,51,Man
31454,Sam,Brown,21,Woman
31455,Lucy,Lee,45,Woman
31456,John,Taylor,56,Woman
31457,Tom,Smith,55,Woman
31458,Lucy,Smith,35,Man
31459,Chris,Martinez,24,Woman
31460,Tom,Taylor,55,Woman
31461,John,Garcia,59,Woman
31462,Lucy,Lee,41,Man
31463,Lucy,Jones,32,Woman
31464,Anna,Martinez,46,Man
31465,Jane,Jones,45,Woman
31466,Lucy,Garcia,52,Woman
31467,Tom,Lee,43,Woman
31468,Chris,Brown,19,Woman
31469,Anna,Lee,26,Man
31470,Anna,Taylor,24,Man
31471,Lucy,Smith,38,Man
31472,Mike,White,56,Man
31473,Jane,Garcia,37,Woman
31474,Emma,Taylor,26,Man
31475,Linda,Lee,31,Man
31476,John,White,34,Man
31477,Lucy,Smith,52,Woman
31478,Tom,White,47,Man
31479,John,Jones,26,Man
31480,Lucy,Lee,55,Woman
31481,Emma,Martinez,26,Woman
31482,Jane,Johnson,58,Woman
31483,Tom,Lee,47,Woman
31484,Sam,Jones,56,Woman
31485,Anna,Taylor,58,Woman
31486,Tom,Lee,51,Man
31487,Anna,Taylor,19,Woman
31488,Sam,Smith,58,Woman
31489,Jane,Taylor,60,Woman
31490,Sam,White,23,Woman
31491,Chris,Martinez,55,Woman
31492,Mike,White,22,Woman
31493,Emma,White,47,Man
31494,Sam,Brown,44,Man
31495,Lucy,Johnson,25,Woman
31496,Emma,Smith,55,Man
31497,Linda,Doe,40,Man
31498,Sam,Johnson,22,Man
31499,John,Taylor,31,Woman
31500,Tom,Smith,57,Man
31501,Mike,Johnson,51,Woman
31502,Lucy,Doe,25,Man
31503,Lucy,Jones,27,Man
31504,Lucy,Jones,58,Man
31505,Linda,Taylor,27,Woman
31506,Sam,Taylor,60,Man
31507,Chris,Brown,26,Woman
31508,Mike,White,58,Man
31509,Linda,Smith,51,Man
31510,Linda,Taylor,20,Woman
31511,Tom,Johnson,57,Man
31512,Mike,Jones,18,Woman
31513,John,Lee,35,Woman
31514,Lucy,Jones,45,Woman
31515,Linda,Lee,57,Woman
31516,Jane,Taylor,52,Man
31517,Lucy,Johnson,46,Man
31518,Mike,Jones,47,Woman
31519,Lucy,Jones,21,Man
31520,Tom,Lee,39,Man
31521,Sam,Brown,40,Man
31522,Lucy,Lee,26,Woman
31523,John,White,36,Woman
31524,Tom,Taylor,29,Man
31525,Emma,Brown,20,Man
31526,Mike,Johnson,27,Woman
31527,Sam,Smith,23,Woman
31528,Jane,Garcia,47,Woman
31529,John,Taylor,40,Man
31530,Jane,Johnson,19,Woman
31531,Lucy,Brown,56,Man
31532,Mike,Lee,25,Woman
31533,Sam,Taylor,59,Man
31534,Lucy,Martinez,29,Woman
31535,Mike,Johnson,44,Woman
31536,Tom,Smith,51,Man
31537,John,Smith,49,Man
31538,Sam,Jones,58,Man
31539,Emma,Taylor,25,Woman
31540,Chris,Taylor,38,Man
31541,Anna,Smith,42,Woman
31542,Lucy,Johnson,57,Man
31543,Jane,Johnson,25,Woman
31544,Linda,Johnson,49,Man
31545,Jane,Taylor,55,Woman
31546,Lucy,Lee,40,Man
31547,Emma,Brown,52,Man
31548,Linda,Brown,42,Woman
31549,Linda,Lee,48,Woman
31550,Emma,Brown,56,Man
31551,Chris,Martinez,33,Woman
31552,Mike,Brown,21,Man
31553,John,Doe,35,Man
31554,Mike,Lee,29,Woman
31555,Emma,Johnson,18,Woman
31556,Mike,Doe,29,Woman
31557,Sam,Jones,48,Man
31558,Anna,Doe,39,Woman
31559,Emma,Johnson,27,Woman
31560,Linda,Taylor,24,Man
31561,Anna,Lee,55,Man
31562,Mike,Brown,26,Man
31563,Emma,Johnson,52,Woman
31564,John,White,34,Man
31565,Tom,Garcia,48,Woman
31566,Lucy,Johnson,36,Man
31567,Emma,White,58,Man
31568,Anna,Brown,58,Woman
31569,Jane,Johnson,46,Woman
31570,Jane,Johnson,34,Man
31571,Linda,White,55,Woman
31572,Emma,Johnson,24,Man
31573,Lucy,Jones,59,Woman
31574,Emma,Smith,52,Man
31575,Jane,Garcia,44,Man
31576,Anna,Doe,47,Woman
31577,Anna,Taylor,32,Man
31578,Anna,Smith,24,Woman
31579,Anna,Brown,24,Woman
31580,John,Martinez,29,Woman
31581,Lucy,White,40,Man
31582,Jane,Brown,24,Woman
31583,John,Doe,23,Woman
31584,Mike,Garcia,47,Man
31585,Emma,Lee,53,Man
31586,Sam,Brown,32,Woman
31587,Chris,Lee,40,Man
31588,Chris,Martinez,48,Woman
31589,Chris,Doe,43,Woman
31590,Tom,Martinez,58,Woman
31591,Sam,Johnson,36,Woman
31592,John,Jones,38,Man
31593,Jane,Doe,21,Woman
31594,Tom,Doe,55,Woman
31595,Mike,Smith,60,Man
31596,Jane,Taylor,33,Woman
31597,Tom,White,58,Man
31598,Mike,Johnson,40,Man
31599,Linda,Brown,33,Woman
31600,Linda,Brown,56,Man
31601,Lucy,Taylor,22,Man
31602,Sam,Lee,48,Woman
31603,Emma,Smith,52,Woman
31604,Emma,Martinez,59,Woman
31605,Emma,Doe,56,Woman
31606,Emma,Brown,34,Woman
31607,Anna,White,41,Woman
31608,Lucy,White,54,Man
31609,Anna,Johnson,37,Man
31610,John,Taylor,36,Man
31611,Tom,Taylor,27,Woman
31612,Jane,Doe,34,Woman
31613,Sam,Johnson,26,Woman
31614,John,Johnson,57,Woman
31615,Tom,Garcia,55,Woman
31616,Linda,Taylor,18,Woman
31617,Sam,Martinez,58,Woman
31618,Lucy,White,29,Man
31619,Sam,Brown,49,Man
31620,Emma,Jones,21,Woman
31621,Emma,White,35,Woman
31622,John,Garcia,51,Woman
31623,Lucy,Johnson,38,Man
31624,Lucy,Smith,27,Man
31625,Anna,Martinez,39,Woman
31626,Chris,White,35,Man
31627,Tom,Martinez,37,Man
31628,Sam,White,45,Man
31629,Emma,Johnson,57,Man
31630,Chris,White,28,Woman
31631,Jane,Garcia,20,Man
31632,Linda,Taylor,21,Woman
31633,Linda,Garcia,48,Man
31634,Tom,Jones,27,Woman
31635,Tom,Johnson,24,Woman
31636,Lucy,Taylor,47,Man
31637,Jane,Johnson,54,Man
31638,Anna,Smith,50,Woman
31639,Anna,Johnson,18,Man
31640,Jane,White,44,Man
31641,Emma,Johnson,50,Man
31642,Lucy,Smith,43,Woman
31643,Anna,Smith,56,Woman
31644,Anna,Garcia,36,Man
31645,Linda,Garcia,58,Woman
31646,Sam,Johnson,51,Woman
31647,Sam,Lee,46,Woman
31648,John,Martinez,50,Woman
31649,Anna,Taylor,36,Woman
31650,Sam,Doe,32,Man
31651,Tom,Garcia,48,Man
31652,Emma,White,58,Woman
31653,Emma,Lee,50,Man
31654,Chris,Johnson,46,Man
31655,Anna,Jones,48,Man
31656,Tom,Garcia,34,Man
31657,Emma,Johnson,22,Woman
31658,John,Garcia,35,Man
31659,Linda,Brown,32,Man
31660,Emma,Johnson,40,Man
31661,Sam,Brown,45,Man
31662,Tom,Smith,39,Woman
31663,Mike,Martinez,24,Woman
31664,Sam,Lee,37,Man
31665,Chris,Martinez,50,Woman
31666,Linda,Smith,23,Woman
31667,Linda,Johnson,55,Woman
31668,John,Smith,43,Man
31669,Sam,White,33,Man
31670,Mike,Johnson,36,Woman
31671,Linda,Lee,26,Woman
31672,Lucy,Martinez,50,Woman
31673,Jane,Taylor,24,Man
31674,Anna,Taylor,22,Man
31675,Anna,Lee,58,Woman
31676,Lucy,Martinez,48,Man
31677,Linda,Garcia,48,Man
31678,Anna,Smith,37,Man
31679,John,Johnson,55,Man
31680,Anna,Taylor,54,Man
31681,Anna,Martinez,40,Woman
31682,Anna,Jones,56,Woman
31683,John,Jones,43,Woman
31684,John,Brown,42,Woman
31685,Jane,Taylor,58,Man
31686,Lucy,Taylor,58,Man
31687,Tom,Smith,28,Man
31688,Mike,Garcia,19,Woman
31689,Linda,Johnson,18,Woman
31690,Chris,White,26,Man
31691,Emma,Martinez,23,Woman
31692,Linda,Martinez,57,Man
31693,Linda,Taylor,27,Woman
31694,Chris,Doe,41,Woman
31695,Linda,Garcia,19,Man
31696,John,Garcia,43,Woman
31697,Emma,Smith,52,Man
31698,Emma,Johnson,42,Man
31699,Mike,Jones,26,Man
31700,Mike,Smith,30,Woman
31701,Tom,Taylor,51,Man
31702,Anna,Smith,46,Woman
31703,John,Smith,25,Man
31704,Jane,Brown,55,Woman
31705,Mike,Johnson,53,Woman
31706,Tom,Lee,56,Woman
31707,Tom,Martinez,29,Man
31708,John,Smith,41,Man
31709,Mike,Martinez,42,Man
31710,Tom,Brown,31,Man
31711,Sam,Johnson,35,Woman
31712,Mike,Doe,32,Man
31713,John,Lee,25,Woman
31714,Linda,Taylor,26,Woman
31715,Emma,Jones,49,Woman
31716,Chris,Brown,50,Woman
31717,Linda,Doe,30,Woman
31718,Mike,Doe,34,Man
31719,Mike,Johnson,36,Man
31720,Tom,Jones,43,Man
31721,Anna,Doe,40,Man
31722,Emma,Garcia,55,Man
31723,Lucy,Jones,37,Woman
31724,Anna,Brown,55,Man
31725,Anna,White,31,Woman
31726,Tom,Taylor,38,Man
31727,Chris,Smith,43,Man
31728,Linda,Taylor,50,Man
31729,Sam,Garcia,23,Woman
31730,Chris,White,44,Woman
31731,Jane,Johnson,34,Man
31732,Sam,Johnson,19,Woman
31733,Jane,Jones,35,Man
31734,John,Brown,43,Man
31735,Anna,Smith,40,Man
31736,Anna,Smith,51,Woman
31737,Lucy,Johnson,34,Man
31738,Mike,Garcia,18,Woman
31739,Chris,Jones,34,Woman
31740,Lucy,Doe,46,Woman
31741,Tom,Johnson,40,Woman
31742,Emma,Smith,47,Man
31743,Sam,Martinez,57,Woman
31744,Chris,Brown,40,Woman
31745,Tom,White,45,Man
31746,Tom,Martinez,27,Man
31747,Jane,Brown,35,Man
31748,Lucy,White,24,Woman
31749,Lucy,Smith,36,Woman
31750,John,Lee,57,Man
31751,Linda,Garcia,22,Man
31752,Lucy,Brown,46,Man
31753,Sam,Jones,19,Woman
31754,Chris,Brown,28,Woman
31755,Mike,Lee,58,Woman
31756,Emma,Doe,35,Woman
31757,Linda,Martinez,21,Woman
31758,Sam,Doe,59,Woman
31759,Anna,Lee,35,Woman
31760,Chris,Lee,43,Woman
31761,Anna,Garcia,54,Woman
31762,Sam,Martinez,59,Man
31763,Linda,Jones,54,Man
31764,Lucy,Lee,57,Woman
31765,Tom,Garcia,47,Man
31766,Tom,Doe,27,Woman
31767,Sam,Jones,29,Woman
31768,Chris,Johnson,37,Man
31769,Anna,Lee,46,Man
31770,John,Doe,31,Woman
31771,Anna,Johnson,57,Woman
31772,Emma,Doe,33,Woman
31773,Linda,Garcia,32,Woman
31774,Lucy,Brown,53,Woman
31775,Tom,Garcia,35,Man
31776,John,Martinez,22,Man
31777,Anna,Martinez,39,Man
31778,Chris,Brown,43,Man
31779,Linda,Doe,24,Woman
31780,Anna,Martinez,56,Woman
31781,Emma,Jones,25,Man
31782,Anna,Taylor,57,Woman
31783,Chris,Johnson,31,Man
31784,Tom,Garcia,45,Woman
31785,Tom,Lee,51,Woman
31786,Jane,Lee,43,Man
31787,Anna,Lee,32,Man
31788,Chris,Garcia,47,Man
31789,Mike,Martinez,22,Man
31790,Linda,Smith,28,Man
31791,Jane,Doe,26,Woman
31792,Chris,Brown,52,Man
31793,Sam,White,45,Woman
31794,Mike,Doe,31,Woman
31795,Chris,Taylor,41,Man
31796,Emma,White,30,Man
31797,Tom,Brown,19,Woman
31798,Chris,Garcia,45,Man
31799,Sam,Garcia,38,Woman
31800,Tom,Martinez,40,Man
31801,Linda,Garcia,36,Woman
31802,Linda,Martinez,58,Woman
31803,Anna,Jones,55,Man
31804,Lucy,Smith,60,Man
31805,John,Taylor,26,Man
31806,John,Johnson,22,Woman
31807,Tom,White,54,Man
31808,Mike,Brown,19,Man
31809,John,Taylor,21,Woman
31810,John,Brown,46,Man
31811,Jane,Garcia,41,Man
31812,Mike,Doe,58,Woman
31813,Lucy,Johnson,42,Man
31814,Emma,Jones,59,Woman
31815,Jane,Taylor,42,Woman
31816,Linda,Taylor,19,Woman
31817,Tom,White,44,Man
31818,Tom,Taylor,58,Man
31819,John,Smith,45,Woman
31820,Lucy,Smith,58,Woman
31821,Chris,Smith,35,Woman
31822,Mike,Smith,60,Woman
31823,Sam,White,53,Man
31824,Lucy,Garcia,23,Woman
31825,Chris,Jones,52,Woman
31826,Chris,Lee,47,Woman
31827,Emma,Lee,36,Man
31828,Jane,Taylor,34,Woman
31829,Jane,Brown,44,Man
31830,Tom,Jones,29,Woman
31831,Anna,Brown,47,Woman
31832,Sam,Taylor,34,Man
31833,Linda,Smith,50,Woman
31834,Emma,Martinez,51,Woman
31835,Emma,Brown,56,Woman
31836,John,Doe,36,Man
31837,Tom,Garcia,51,Woman
31838,Chris,Doe,35,Woman
31839,Lucy,Doe,38,Man
31840,Sam,Brown,56,Woman
31841,Jane,Brown,23,Woman
31842,Linda,Garcia,20,Woman
31843,John,Jones,21,Woman
31844,Jane,Doe,25,Woman
31845,Mike,Garcia,38,Woman
31846,Chris,Garcia,38,Woman
31847,Tom,Doe,43,Man
31848,Emma,Brown,34,Man
31849,Tom,Taylor,21,Man
31850,Chris,Doe,47,Man
31851,Sam,Smith,30,Man
31852,Emma,White,51,Man
31853,Sam,Brown,57,Man
31854,Mike,Lee,37,Woman
31855,Sam,Garcia,38,Woman
31856,Tom,Johnson,55,Woman
31857,Chris,Garcia,49,Man
31858,Linda,Smith,24,Man
31859,Lucy,Taylor,57,Woman
31860,Anna,Johnson,38,Woman
31861,Chris,Jones,56,Woman
31862,Sam,Brown,51,Woman
31863,John,Smith,49,Woman
31864,Mike,Martinez,48,Man
31865,Sam,Jones,40,Woman
31866,Sam,Garcia,18,Man
31867,Sam,Smith,24,Woman
31868,Emma,Johnson,25,Man
31869,Linda,Jones,47,Man
31870,Anna,Garcia,55,Man
31871,Linda,Garcia,34,Woman
31872,John,Brown,21,Woman
31873,Jane,Taylor,43,Woman
31874,Mike,Garcia,32,Man
31875,John,Doe,25,Man
31876,Anna,Doe,55,Woman
31877,John,Doe,23,Man
31878,Lucy,Smith,30,Man
31879,Chris,Smith,42,Man
31880,Jane,Brown,25,Woman
31881,Anna,Martinez,53,Man
31882,Sam,White,53,Man
31883,Linda,Brown,44,Man
31884,Mike,Martinez,19,Woman
31885,Mike,Doe,54,Woman
31886,Mike,White,18,Woman
31887,Mike,White,53,Woman
31888,Mike,Smith,38,Woman
31889,Mike,Smith,28,Man
31890,Emma,Jones,45,Man
31891,Tom,Taylor,39,Man
31892,Jane,Jones,53,Man
31893,Emma,Martinez,19,Man
31894,Jane,Martinez,20,Woman
31895,Chris,Doe,19,Man
31896,John,Martinez,29,Man
31897,Anna,Garcia,18,Woman
31898,Anna,Johnson,26,Man
31899,Sam,Martinez,37,Man
31900,Anna,Brown,60,Woman
31901,Tom,Taylor,38,Woman
31902,Sam,Lee,20,Man
31903,John,Lee,47,Man
31904,Chris,Garcia,53,Man
31905,Jane,Doe,45,Woman
31906,John,Martinez,53,Man
31907,Sam,Smith,26,Man
31908,Jane,Taylor,32,Man
31909,Anna,Johnson,46,Woman
31910,Jane,Smith,59,Woman
31911,Chris,Smith,18,Woman
31912,John,Garcia,33,Man
31913,Emma,White,39,Woman
31914,Anna,Martinez,48,Man
31915,Lucy,White,41,Woman
31916,Mike,Garcia,56,Woman
31917,Mike,Jones,24,Man
31918,Chris,Smith,53,Woman
31919,John,Johnson,29,Man
31920,Emma,Smith,42,Man
31921,Anna,White,46,Woman
31922,Mike,White,54,Man
31923,John,Smith,60,Woman
31924,Sam,Smith,33,Man
31925,Emma,Smith,39,Man
31926,Mike,Taylor,43,Woman
31927,Lucy,Smith,56,Man
31928,Mike,Jones,43,Woman
31929,Linda,Lee,51,Man
31930,Mike,White,25,Man
31931,John,Lee,54,Man
31932,Chris,Garcia,57,Man
31933,Tom,Martinez,21,Man
31934,Lucy,Martinez,54,Woman
31935,John,Martinez,60,Woman
31936,Chris,Garcia,58,Woman
31937,Emma,Johnson,31,Woman
31938,Lucy,Jones,43,Woman
31939,Jane,Brown,58,Woman
31940,Anna,Doe,36,Man
31941,Tom,Smith,60,Woman
31942,Jane,White,21,Man
31943,Tom,Martinez,25,Woman
31944,Chris,Smith,23,Woman
31945,Linda,Martinez,34,Man
31946,Jane,Martinez,35,Man
31947,Mike,Johnson,54,Woman
31948,Chris,Smith,40,Man
31949,Anna,Brown,19,Man
31950,Tom,Taylor,48,Man
31951,Emma,Smith,18,Man
31952,Tom,Martinez,33,Woman
31953,John,Garcia,52,Woman
31954,Lucy,Smith,24,Man
31955,Sam,Lee,40,Man
31956,Chris,Jones,39,Man
31957,Mike,Jones,28,Man
31958,Linda,Jones,41,Man
31959,Anna,Johnson,33,Man
31960,John,Lee,56,Woman
31961,John,White,19,Woman
31962,Tom,Brown,37,Man
31963,Mike,White,40,Woman
31964,Linda,Taylor,31,Woman
31965,Chris,Johnson,40,Man
31966,John,Taylor,29,Man
31967,Tom,White,28,Woman
31968,Emma,Smith,39,Woman
31969,Linda,White,30,Man
31970,Tom,Jones,20,Woman
31971,Emma,Garcia,20,Man
31972,Emma,Smith,48,Woman
31973,Chris,Taylor,30,Woman
31974,Lucy,Garcia,48,Man
31975,Jane,Jones,45,Woman
31976,Tom,Lee,49,Man
31977,John,Martinez,52,Woman
31978,Linda,Lee,37,Man
31979,Anna,White,41,Man
31980,Mike,Brown,44,Woman
31981,Emma,Doe,19,Man
31982,Linda,Johnson,33,Woman
31983,Mike,Johnson,49,Woman
31984,Emma,Doe,52,Man
31985,Mike,Jones,33,Man
31986,Anna,Taylor,26,Man
31987,Tom,Smith,45,Man
31988,Linda,Martinez,41,Man
31989,John,Taylor,34,Man
31990,Emma,Martinez,34,Woman
31991,Mike,Taylor,39,Man
31992,Chris,Garcia,46,Woman
31993,Mike,Jones,51,Woman
31994,Linda,Martinez,30,Man
31995,Sam,Martinez,55,Woman
31996,Emma,Brown,21,Woman
31997,Jane,Jones,21,Woman
31998,Chris,Jones,38,Woman
31999,Mike,Johnson,59,Man
32000,Chris,Brown,60,Woman
32001,Linda,Martinez,42,Man
32002,Linda,Garcia,42,Woman
32003,Anna,Taylor,43,Man
32004,John,Doe,18,Man
32005,Anna,Taylor,19,Woman
32006,Lucy,Garcia,32,Woman
32007,Lucy,Jones,29,Man
32008,Tom,White,26,Woman
32009,Emma,Martinez,33,Man
32010,Jane,Smith,30,Man
32011,Tom,Brown,19,Woman
32012,Emma,White,22,Man
32013,Tom,Taylor,26,Woman
32014,John,Garcia,29,Woman
32015,Lucy,Taylor,26,Man
32016,Anna,Johnson,32,Woman
32017,Mike,Lee,26,Man
32018,Anna,Johnson,18,Woman
32019,Sam,Smith,27,Woman
32020,Emma,White,34,Man
32021,Sam,Johnson,37,Man
32022,Sam,Smith,39,Woman
32023,Emma,Doe,33,Woman
32024,Lucy,Garcia,24,Woman
32025,Jane,Brown,42,Woman
32026,Emma,Garcia,55,Woman
32027,Anna,Lee,33,Man
32028,Sam,Johnson,37,Man
32029,Linda,Jones,52,Man
32030,Mike,Garcia,27,Man
32031,Emma,Taylor,53,Man
32032,Anna,Brown,23,Man
32033,John,Martinez,25,Man
32034,Chris,Brown,52,Man
32035,Chris,Doe,36,Woman
32036,Chris,Taylor,51,Woman
32037,John,Taylor,49,Man
32038,Linda,Brown,34,Man
32039,Sam,Taylor,37,Woman
32040,Lucy,Brown,53,Woman
32041,Mike,Doe,42,Man
32042,Jane,Smith,21,Man
32043,Tom,Johnson,59,Man
32044,Chris,White,21,Man
32045,Emma,Lee,21,Woman
32046,Lucy,Brown,46,Woman
32047,Anna,Smith,44,Woman
32048,Jane,Taylor,31,Man
32049,Linda,Lee,53,Woman
32050,Chris,Johnson,60,Man
32051,John,Brown,40,Woman
32052,Linda,Taylor,23,Woman
32053,Tom,Brown,40,Woman
32054,Sam,Brown,54,Man
32055,Anna,Lee,40,Man
32056,Emma,Jones,31,Man
32057,Chris,Jones,42,Man
32058,Anna,Brown,54,Man
32059,Linda,White,24,Woman
32060,Anna,Martinez,57,Woman
32061,Linda,Taylor,31,Woman
32062,Lucy,Smith,53,Woman
32063,Sam,Martinez,32,Woman
32064,Linda,Garcia,27,Man
32065,Chris,Smith,55,Woman
32066,Mike,Doe,40,Man
32067,Mike,Doe,36,Woman
32068,Chris,Martinez,37,Man
32069,Mike,Garcia,58,Man
32070,Sam,Garcia,57,Woman
32071,Sam,Martinez,53,Man
32072,Mike,Smith,57,Man
32073,Chris,Lee,26,Man
32074,Chris,Garcia,22,Woman
32075,Lucy,White,23,Man
32076,Linda,Doe,23,Man
32077,Tom,Garcia,51,Man
32078,Chris,Lee,44,Man
32079,Mike,Taylor,30,Man
32080,Emma,Doe,35,Man
32081,Chris,Johnson,46,Man
32082,John,Martinez,33,Man
32083,Emma,White,32,Woman
32084,Sam,Martinez,45,Woman
32085,Chris,Martinez,25,Woman
32086,Mike,Taylor,34,Man
32087,Emma,Taylor,43,Woman
32088,Anna,Doe,50,Man
32089,Jane,Brown,55,Woman
32090,Lucy,Garcia,27,Man
32091,Mike,Johnson,26,Man
32092,Sam,Jones,24,Woman
32093,John,Johnson,19,Woman
32094,Lucy,Garcia,52,Man
32095,Anna,Jones,58,Man
32096,John,White,47,Woman
32097,Anna,Smith,43,Woman
32098,Anna,Martinez,21,Man
32099,Emma,Smith,31,Man
32100,Anna,Martinez,56,Man
32101,Chris,Taylor,31,Woman
32102,John,Martinez,20,Man
32103,Jane,White,47,Woman
32104,Mike,Jones,31,Man
32105,John,Martinez,54,Woman
32106,Emma,White,35,Man
32107,Lucy,Garcia,57,Woman
32108,Sam,Martinez,30,Woman
32109,Linda,Smith,48,Man
32110,Sam,Martinez,31,Woman
32111,Anna,Martinez,21,Woman
32112,Lucy,Smith,21,Man
32113,Linda,Smith,50,Woman
32114,Anna,Smith,60,Woman
32115,Jane,Martinez,31,Man
32116,Anna,Taylor,59,Woman
32117,Sam,Garcia,45,Woman
32118,Linda,Jones,18,Woman
32119,Linda,Garcia,20,Woman
32120,Sam,Taylor,52,Woman
32121,Tom,Johnson,59,Woman
32122,John,Lee,55,Man
32123,Anna,White,25,Man
32124,Anna,Garcia,18,Man
32125,Tom,White,44,Man
32126,Tom,Garcia,21,Woman
32127,Chris,Doe,60,Woman
32128,John,Lee,57,Man
32129,Chris,Brown,55,Woman
32130,John,Brown,52,Man
32131,Emma,Jones,41,Man
32132,Sam,Doe,53,Man
32133,Linda,Johnson,60,Man
32134,Lucy,Garcia,51,Woman
32135,Emma,Martinez,57,Man
32136,Lucy,Lee,44,Man
32137,John,Martinez,43,Woman
32138,Lucy,Brown,44,Woman
32139,John,Lee,20,Man
32140,Linda,White,41,Woman
32141,Chris,Doe,26,Woman
32142,Mike,Johnson,27,Man
32143,Chris,Martinez,39,Man
32144,Chris,Smith,20,Woman
32145,Sam,Brown,48,Man
32146,Sam,Brown,31,Woman
32147,Anna,Garcia,54,Woman
32148,Lucy,White,36,Woman
32149,Tom,Taylor,46,Man
32150,John,Jones,31,Man
32151,Linda,Smith,23,Man
32152,John,White,35,Woman
32153,Lucy,Johnson,38,Woman
32154,Mike,Garcia,57,Man
32155,Emma,Smith,26,Man
32156,Linda,Brown,50,Woman
32157,Jane,Johnson,50,Woman
32158,John,Johnson,24,Man
32159,Jane,Garcia,58,Man
32160,Anna,Doe,19,Man
32161,Lucy,White,25,Woman
32162,John,Lee,48,Woman
32163,Sam,Johnson,19,Man
32164,Emma,Garcia,57,Man
32165,Chris,Smith,31,Woman
32166,Tom,Brown,49,Man
32167,Jane,Martinez,36,Woman
32168,Chris,Garcia,47,Man
32169,John,Jones,48,Man
32170,Sam,Jones,48,Man
32171,Lucy,Martinez,32,Man
32172,Sam,Doe,36,Man
32173,Sam,Doe,21,Woman
32174,Chris,Garcia,58,Man
32175,Sam,Smith,32,Man
32176,Lucy,Taylor,59,Woman
32177,Chris,Jones,29,Man
32178,Jane,Garcia,22,Woman
32179,Tom,Johnson,54,Woman
32180,Tom,Johnson,58,Woman
32181,Anna,Johnson,49,Woman
32182,Mike,Garcia,45,Man
32183,Sam,Brown,20,Man
32184,Linda,Martinez,18,Woman
32185,Jane,Martinez,29,Man
32186,Mike,Smith,43,Man
32187,John,Lee,27,Man
32188,Chris,Taylor,43,Woman
32189,Tom,Doe,57,Man
32190,Chris,Johnson,24,Man
32191,Tom,Brown,48,Woman
32192,John,Martinez,51,Woman
32193,Linda,Johnson,50,Man
32194,Anna,Garcia,20,Man
32195,Chris,Garcia,60,Man
32196,Mike,Lee,48,Man
32197,Anna,Doe,18,Woman
32198,Mike,Smith,56,Woman
32199,Linda,Doe,22,Woman
32200,Mike,Lee,40,Woman
32201,Chris,Garcia,18,Man
32202,Jane,Jones,48,Woman
32203,Chris,Johnson,24,Man
32204,Sam,White,49,Woman
32205,Jane,Brown,35,Woman
32206,Emma,Brown,57,Man
32207,Sam,Martinez,60,Woman
32208,John,Martinez,41,Woman
32209,Linda,Smith,46,Woman
32210,Tom,Lee,27,Woman
32211,Tom,Smith,51,Woman
32212,Lucy,Doe,28,Woman
32213,Chris,White,52,Man
32214,John,Taylor,33,Woman
32215,Lucy,Martinez,56,Woman
32216,Jane,Lee,23,Woman
32217,Anna,Taylor,42,Man
32218,John,Martinez,19,Woman
32219,John,Johnson,39,Woman
32220,Anna,Jones,48,Woman
32221,Lucy,Smith,30,Man
32222,Emma,Taylor,32,Woman
32223,Mike,Garcia,26,Man
32224,Linda,Garcia,40,Man
32225,Mike,Johnson,50,Woman
32226,Emma,Johnson,42,Woman
32227,Mike,Smith,42,Woman
32228,Sam,Lee,29,Man
32229,Sam,Smith,39,Woman
32230,Linda,Doe,23,Man
32231,Anna,White,59,Woman
32232,John,White,33,Woman
32233,Tom,Jones,44,Woman
32234,Emma,Garcia,52,Woman
32235,Chris,White,20,Man
